Arryn,"He recalls that shortly before his sudden illness , Arryn had borrowed a truly boring book about the lineages of the Seven Kingdoms , and his last words were , `` The seed is strong . ''","cripples,_bastards_and_broken_things","season_1"
Art Direction,"The episode won a Creative Arts Emmy Award for Art Direction in a Single-Camera Series in September 2012 [ 1 ] .","garden_of_bones","season_2"
Arya,"Arya has another `` dancing '' lesson with Syrio Forel , but is n't in the mood due to Jory's death .","a_golden_crown","season_1"
Arya Stark,"Arya Stark is living rough on the streets of the city .","baelor","season_1"
Asshai,"According to Illyrio , these are dragon eggs from the Shadow Lands beyond Asshai that have turned to stone with the passing of time .","winter_is_coming","season_1"
Astapor,"Ser Jorah Mormont advises Daenerys Targaryen to leave her dragons and flee Qarth , as he has recently booked passage to Astapor .","the_prince_of_winterfell","season_2"
Axell Florent,"One of the condemned is Queen Selyse Baratheon's own brother Axell Florent , condemned for his lack of faith in the Lord's power .","the_lion_and_the_rose","season_4"
Baelish,"Baelish then tells Sansa that Gregor , the `` Mountain That Rides '' , has a dark reputation : he pushed his little brother Sandor's face into a fire for taking and playing with a toy of his when they were young , burning him severely .","cripples,_bastards_and_broken_things","season_1"
Baelish’s,"Cersei contemptuously claims that her uncle doesn’t have the courage to lead an army , while Jaime is away on a “sensitive diplomatic mission.” Baelish proposes that the soldiers of the Vale could fight instead but Cersei is unsure of Baelish’s ability to lead an army .","unbowed,_unbent,_unbroken","season_5"
Baelor,"`` Baelor '' is the ninth episode of the first season of Game of Thrones .","baelor","season_1"
Baelor the Blessed,"Unable to see , she climbs unto the pedestal of a statue of Baelor ( a previous Targaryen king , Baelor the Blessed , for whom the Sept is named ) .","baelor","season_1"
Balon,"He is further disappointed when his father Balon questions his loyalty and his memory of his roots having spent nine years as a ward of House Stark .","the_night_lands","season_2"
Balon Greyjoy,"He also taunts Theon about how the son of the ferocious Balon Greyjoy has been reduced to playing lackey in Winterfell to his captors , which infuriates Theon and gives him a coin , assuming that he has not already had sex with Ros .","cripples,_bastards_and_broken_things","season_1"
Balon King of the Iron Islands,"He delivers Robb Stark's letter suggesting an alliance against House Lannister , for which Robb will make Balon King of the Iron Islands again .","the_night_lands","season_2"
Bank,"Cersei suggests coming to some arrangement with one of their representatives , but Tywin dismisses the idea , since the Bank is a monolithic structure that can not be avoided , lied to or swayed .","first_of_his_name","season_4"
Bannen,"Some of their wounded have died from their injuries , and Lord Commander Jeor Mormont leads a funeral service as they burn the corpse of a man named Bannen on a pyre .","and_now_his_watch_is_ended","season_3"
Banners,"In the Riverlands , the hideout of the Brotherhood without Banners outside of Hollow Hill , Anguy trains Arya Stark with a bow .","the_climb","season_3"
Baratheon,"Consulting the book's entry on House Baratheon , Lord Eddard finds that every time a Baratheon has married , the children have had black hair…right up to Cersei and Robert's children , who are all blond .","a_golden_crown","season_1"
Baratheons,"Both Stannis and Renly have claimed the Iron Throne , meaning the Lannisters are now faced with fighting a two-front war against the Starks to the north and the Baratheons to the south .","fire_and_blood","season_1"
Barra,"Ros struggles to continue her work as a prostitute having witnessed the murder of the infant royal bastard Barra .","the_night_lands","season_2"
Barristan,"Barristan notes that he had no family or friends so he stood the knight's vigil himself for Ser Hugh .","the_wolf_and_the_lion","season_1"
Barristan Selmy,"She and Barristan Selmy are confident they can take the city , given that Yunkai are famous for training bed slaves rather than soldiers .","the_bear_and_the_maiden_fair","season_3"
Bastard's Girls,"A group of Bolton men sent by Ramsay , with the Bastard's Girls , find them .","the_red_woman","season_6"
Battle at the Mummer's Ford,"None","and_now_his_watch_is_ended","season_3"
Battle of Ashford,"Stannis reminisces about how Sam’s father , Randyll Tarly , defeated Robert Baratheon in the Battle of Ashford .","kill_the_boy","season_5"
Battle of Castle Black,"Mance asks about Ygritte and Jon reveals that she died at the Battle of Castle Black , though not by his hands .","the_children","season_4"
Battle of Oxcross,"They have not had a significant victory since the Battle of Oxcross months ago , and the news of the Lannisters' victory over Stannis and new alliance with the Tyrells piles bad news upon bad news .","valar_dohaeris","season_3"
Battle of Stone Mill,"Edmure begins to speak of his recent victory at the Battle of Stone Mill , which pushed the Lannister army under Ser Gregor Clegane from the Riverlands .","walk_of_punishment","season_3"
Battle of Winterfell,"Battle of Winterfell .","mother's_mercy","season_5"
Battle of the Blackwater,"Tyrion Lannister leads the defense of King's Landing against an assault by King Stannis Baratheon in the Battle of the Blackwater .","blackwater","season_2"
Battle of the Fist of the First Men,"At Craster's Keep , tensions run high among the members of the Night's Watch who sought shelter there after escaping the devastating defeat at the Battle of the Fist of the First Men .","and_now_his_watch_is_ended","season_3"
Battle of the Trident,"Barristan retorts that when her older brother Rhaegar led his army in the Battle of the Trident , men fought and died for Rhaegar because they believed in him , because they loved him - not because they were slave soldiers whose free will had been stripped away .","walk_of_punishment","season_3"
Battle of the Whispering Wood,"Just as Gendry is about to be tortured , Lord Tywin Lannister arrives with the main host of his army , who have retreated to Harrenhal to regroup after their loss at the Battle of the Whispering Wood .","garden_of_bones","season_2"
Bear Island,"`` Bear Island knows no king but the King in the North , whose name is Stark . ''","the_house_of_black_and_white","season_5"
Belicho Paenymion,"The emissaries are Tyrion's former slave master Yezzan zo Qaggaz , the Yunkai'i Wise Master Razdal mo Eraz and the Volantene triarch Belicho Paenymion .","book_of_the_stranger","season_6"
Benjen,"In return , Cersei will let him take the black and join his younger brother Benjen and bastard son Jon Snow on the Wall .","baelor","season_1"
Benjen Stark,"Mormont means to lead the Night's Watch in force into the Haunted Forest to learn more of their foe , to prepare to battle against them , and to find the missing Benjen Stark .","fire_and_blood","season_1"
Beric,"The Hound vs Beric .","kissed_by_fire","season_3"
Beric Dondarrion,"Elsewhere in the Riverlands , at the hideout of the Brotherhood Without Banners in Hollow Hill , Sandor Clegane prepares to fight Beric Dondarrion in a trial by combat .","kissed_by_fire","season_3"
Bert,"He wakes up and tells her she should n't be there , but she explains that the fat guard Bert is on duty , who usually drinks a lot of wine and sleeps through his watch .","kissed_by_fire","season_3"
Beyond the Wall,"Three rangers of the Night's Watch : Ser Waymar Royce , Will , and Gared depart from the Wall to investigate reports of wildlings in the Haunted Forest which lies to the north , Beyond the Wall .","winter_is_coming","season_1"
Bianca,"Arya suspects that a jealous younger actress , Bianca , has commissioned the kill .","the_door","season_6"
Biter,"She is drawn to the caged prisoners ( Jaqen H'ghar , Rorge and Biter ) when Jaqen asks her for water and introduces himself .","the_night_lands","season_2"
Black Cells,"Bran sees his father sharpening Ice , in the Black Cells , and being led to his execution ; the Red Keep abandoned and covered in snow ; and the shadow of a dragon flying over King's Landing .","the_lion_and_the_rose","season_4"
Black Cliffs,"Grey Worm reports that Drogon was last seen flying over the Black Cliffs three days ago , but he can no longer be found .","the_children","season_4"
Black Walder,"At Riverrun , King Robb Stark and his advisors meet with `` Black Walder '' and Lothar Frey to discuss an alliance for his planned attack on Casterly Rock .","the_climb","season_3"
Black Walder Rivers,"After they leave and the festivities begin to wind down , Catelyn becomes suspicious when she notices Black Walder Rivers close the banquet hall doors and the musicians in the gallery begin playing `` The Rains of Castamere '' – the song commemorating House Lannister's decisive and brutal victory against the rebellious House Reyne of Castamere years ago .","the_rains_of_castamere","season_3"
Blackfish,"Bolton expresses his concern that Brynden Tully escaped the massacre , but Walder dismisses his worries , pointing out that the Blackfish - and the remaining Tully garrison at Riverrun - is alone and outnumbered against the combined strength of the Lannisters , Boltons , and Freys , although Bolton is still visibly concerned .","mhysa","season_3"
Blackwater,"`` Blackwater '' is the ninth episode of the second season of Game of Thrones .","blackwater","season_2"
Blackwater Bay,"Shortly thereafter , Margaery Tyrell finds Sansa Stark praying in the Red Keep's godswood , overlooking Blackwater Bay .","and_now_his_watch_is_ended","season_3"
Bloody Gate,"Lord Petyr Baelish and Sansa Stark arrive safely at the Bloody Gate , though Petyr has Sansa cover her hair , as auburn is widely known as a Tully trait , and introduces her as his niece , Alayne .","first_of_his_name","season_4"
Bloody Gate of the Eyrie,"At some point , before or after this event , Sandor Clegane and Arya Stark arrive at the Bloody Gate of the Eyrie and are informed of Lysa's death by Ser Donnel Waynwood .","the_mountain_and_the_viper","season_4"
Bolton,"Bolton concedes that some of the Lannister officers might have useful information they could be tortured into revealing , but Robb refuses , not wanting to give the Lannisters an excuse to torture his sisters , Sansa and Arya .","garden_of_bones","season_2"
Boltons,"Bolton expresses his concern that Brynden Tully escaped the massacre , but Walder dismisses his worries , pointing out that the Blackfish - and the remaining Tully garrison at Riverrun - is alone and outnumbered against the combined strength of the Lannisters , Boltons , and Freys , although Bolton is still visibly concerned .","mhysa","season_3"
Boltons’,"Cersei is infuriated by the Boltons’ betrayal .","unbowed,_unbent,_unbroken","season_5"
Book of Brothers,"Dismissive of the threat posed by Stannis following the Battle of the Blackwater , Joffrey leafs through the Book of Brothers , which details the history of the Kingsguard and those who served in it .","two_swords","season_4"
Book of the Stranger,"`` Book of the Stranger '' is the fourth episode of the sixth season of Game of Thrones .","book_of_the_stranger","season_6"
Bowen,"Bowen says Jon should n't be alive , stating it's not right .","oathbreaker","season_6"
Bowen Marsh,"Some time later , Jon oversees the public hanging of the traitors responsible for the Mutiny at Castle Black : Bowen Marsh , Othell Yarwyck , Alliser Thorne and Olly .","oathbreaker","season_6"
Braavos,"He offers to take Arya with him to Braavos , where she can learn his skills of killing and find a way to kill those on her list .","valar_morghulis","season_2"
Braavosi,"Shortly thereafter , Daenerys hosts the captains Mero , a Braavosi also known as the Titan's Bastard , and Prendahl na Ghezn , a Ghiscari .","second_sons","season_3"
Braavosi Water Dancer,"Meanwhile , a Braavosi Water Dancer easily dispatches his Dothraki opponent , and then focuses his attention on Jorah .","the_dance_of_dragons","season_5"
Braavosi-style,"Meryn catches a brief look at her at one point , and she seems vaguely familiar , but he just shrugs it off ( it has been years since he last saw her , she is older and thus looks different , she has different Braavosi-style hair and clothes , and he does n't think that Arya would logically be in Braavos ) .","the_dance_of_dragons","season_5"
Bran,"Stiv and Osha accost Bran near Winterfell .","a_golden_crown","season_1"
Bran Stark,"In Winterfell , Bran Stark has a nightmare in which he sees a three-eyed raven , sitting on one of the stone direwolves outside the doorway to the Stark crypts .","cripples,_bastards_and_broken_things","season_1"
Brandon,"When Eddard tells her he is to faithfully serve their King , Cersei remarks that as his brother Brandon was born to lead , Eddard was born to follow .","cripples,_bastards_and_broken_things","season_1"
Brandon the Builder,"Meanwhile , Bran Stark and his group have passed far enough north that they have left the Seven Kingdoms proper , and entered into the Gift : a stretch of land south of the Wall which was gifted to the Night's Watch thousands of years ago by Brandon the Builder , from which the Watch draws support for its material needs .","the_rains_of_castamere","season_3"
Breaker of Chains,"`` Breaker of Chains '' is the third episode of the fourth season of Game of Thrones .","breaker_of_chains","season_4"
Brian Kirk,"Weiss and directed by Brian Kirk .","lord_snow","season_1"
Brienne,"This brings Catelyn to breaking point and she asks for Brienne's sword .","a_man_without_honor","season_2"
Brienne of Tarth,"Robb introduces Talisa to his mother Catelyn Stark , who has returned from the Stormlands along with Brienne of Tarth .","the_old_gods_and_the_new","season_2"
Broken Tower,"Consoling Sansa that she still has allies in the North , she tells Sansa to light a candle in the highest window of the Broken Tower if she ever needs help .","kill_the_boy","season_5"
Bronn,"In the Eyrie , Tyrion Lannister wagers everything on the greed of the sellsword Bronn .","a_golden_crown","season_1"
Brother Lancel,"When Brother Lancel appears , Cersei realizes what is about to happen , and her triumphant smile begins to crack .","the_gift","season_5"
Brotherhood,"The Night's Watch takes stock ; Varys meets his better ; Arya is taken to the commander of the Brotherhood ; Daenerys makes an exchange .","and_now_his_watch_is_ended","season_3"
Brotherhood Without Banners,"Ser Gregor speculates that the Brotherhood Without Banners may have been responsible .","a_man_without_honor","season_2"
Brotherhood without Banners,"None","the_climb","season_3"
Brothers,"He turns around to find his Brothers staring him down .","mother's_mercy","season_5"
Brusco,"The bouncer Brusco does n't want her in at first but the prostitute Lhara , who is one of Arya's regular customers , tells him to let her stay , as oysters are held to be an aphrodisiac .","the_dance_of_dragons","season_5"
Bryan Cogman,"It was written by story editor Bryan Cogman and directed by cinematographer Alik Sakharov .","what_is_dead_may_never_die","season_2"
Brynden,"Brynden takes aim","walk_of_punishment","season_3"
Brynden Tully,"Brynden Tully punches Karstark over this remark , but Robb tells him to leave Karstark alone .","kissed_by_fire","season_3"
Calla,"He tells Daenarys that Master Mighdal's seven year old daughter Calla admires Daenerys , having learned of the Targaryen dynasty through Fennesz's teachings .","the_children","season_4"
Capital,"Bolton , nevertheless , demands to read any messages Littlefinger might send off back to the Capital .","high_sparrow","season_5"
Captain,"Theon Greyjoy travels to the Iron Islands on a merchant ship and sleeps with the Captain's daughter .","the_night_lands","season_2"
Casterly Rock,"He also orders Grand Maester Pycelle to send word to Casterly Rock , demanding Lord Tywin Lannister's presence in court to explain his bannerman's actions or be branded an enemy of the crown and a traitor to the realm .","a_golden_crown","season_1"
Castle,"Meanwhile , Ygritte spies on the Castle to scout numbers of defenders .","the_watchers_on_the_wall","season_4"
Castle Black,"At Castle Black , Lord Commander Jeor Mormont gives Jon Snow a Valyrian steel sword , Longclaw , in thanks for saving his life .","baelor","season_1"
Castle Stokeworth,"Further north in the Crownlands at Castle Stokeworth , Bronn is spending time with his somewhat vapid betrothed Lollys Stokeworth .","the_house_of_black_and_white","season_5"
Cat,"Lysa is furious that Cat has endangered them all by bringing Tyrion to the Vale .","the_wolf_and_the_lion","season_1"
Catching,"Catching sight of a prostitute dressed as Daenerys , Varys tells Tyrion that a woman who inspires both sermons and whores is probably worth meeting .","high_sparrow","season_5"
Catelyn,"He realizes that it's Ser Gregor Clegane , `` The Mountain '' , who is likely under Lannister orders to punish the Riverlands - which are held by House Tully , the former House of his wife Catelyn , who now holds Tyrion captive .","a_golden_crown","season_1"
Catelyn Stark,"To enter the castle would be perilous for Robb , so Catelyn Stark enters to negotiate their crossing the river .","baelor","season_1"
Cersei,"Cersei is furious with Eddard's acts in having her brother Tyrion arrested and attacking Jaime in the street .","a_golden_crown","season_1"
Cersei Lannister,"Cersei Lannister has taken a new lover , her cousin Lancel who was King Robert's squire .","fire_and_blood","season_1"
Cersei’s,"Greeting her mother-in-law , Margaery now more confident than ever , subtly rubs her queenship in Cersei’s face .","high_sparrow","season_5"
Cerwyns,"Jon points out that they can summon the rest of the minor Houses , such as the Mormonts , Glovers , Cerwyns , and Mazins , to rival their enemies , and Sansa reveals Brynden's successful retaking of Riverrun , though she claims she learned via one of Ramsay's ravens in order to stop Jon from pursuing Littlefinger .","the_door","season_6"
Chamber of the Painted Table,"He finds Stannis despondent , sitting in the Chamber of the Painted Table alone with Melisandre .","valar_dohaeris","season_3"
Children,"When Bran asks who she is , she replies that `` the First Men called us 'the Children , but we were born long before them . ''","the_children","season_4"
Children of the Forest,"Bran realizes that she is one of the last surviving members of the Children of the Forest , the original , non-human inhabitants of Westeros who carved the faces into weirwood trees and taught the First Men to worship the Old Gods thousands of years ago .","the_children","season_4"
Citadel,"Qyburn acknowledges this , explaining that he was stripped of his chain by the Citadel and thrown out of the Order of Maesters , because as he says , he was conducting experiments which they felt were `` too bold . ''","kissed_by_fire","season_3"
City Watch,"Janos Slynt , commander of the City Watch , is to be made Lord of Harrenhal as a reward for his loyal service .","the_pointy_end","season_1"
Clegane,"In King's Landing , Sansa Stark comes to thank Sandor `` The Hound '' Clegane for saving her life during the recent riot in the city and says that he was very brave .","a_man_without_honor","season_2"
Cleon,"Her advisors then reveal more troubling news : the Wise Masters have bounced back and re-enslaved every freed man in Yunkai , and although Astapor remains free , the council Daenerys installed has been deposed by a butcher named Cleon .","first_of_his_name","season_4"
Come,"`` The Wars to Come '' is the first episode of the fifth season of Game of Thrones .","the_wars_to_come","season_5"
Commander,"Alliser then says he had a choice : to betray his Commander or the Night's Watch .","oathbreaker","season_6"
Commander Janos Slynt,"He arrives to find Littlefinger and Varys waiting for him , along with Commander Janos Slynt and a detachment of the City Watch .","you_win_or_you_die","season_1"
Commander Mormont,"Commander Mormont witnessed the incident and confines Jon to quarters for his trouble .","the_pointy_end","season_1"
Commander of the City Watch,"Tyrion has Janos arrested and exiled to the Night's Watch and installs Bronn as Commander of the City Watch in his place .","the_night_lands","season_2"
Commander of the Shadow Tower,"Another brother names Denys Mallister , Commander of the Shadow Tower .","the_house_of_black_and_white","season_5"
Common Tongue,"The first was a boy who also had red hair like her , which is rare among the wildlings and considered very lucky : they call having red hair being `` kissed by fire '' , and another was a Thenn that was `` built like an ox '' , but he could not speak the Common Tongue .","kissed_by_fire","season_3"
Common Tongue of Westeros,"Upon arriving at Astapor , Daenerys is given a tour of the Unsullied barracks by the Unsullied's owner , Kraznys mo Nakloz , with his slave girl Missandei translating his Low Valyrian into the Common Tongue of Westeros for Daenerys .","valar_dohaeris","season_3"
Conclave,"The small council are in session to discuss the Conclave's announcement that the long summer has ended .","the_north_remembers","season_2"
Corbray,"Sansa explains that she has no idea what Royce , Corbray , and Waynwood would want from her if he were eliminated , but that she does know what it is he wants .","the_mountain_and_the_viper","season_4"
Council,"She then informs the Council that the High Sparrow has planned to make Margaery do the walk of atonement .","book_of_the_stranger","season_6"
Crag,"Robb suggests she accompany him to the Crag to acquire the supplies she needs .","a_man_without_honor","season_2"
Craster,"Samwell Tarly rescues one of Craster's wives , Gilly , from Ghost when he bothers her for food .","the_night_lands","season_2"
Craster's Keep,"Lord Commander Jeor Mormont's rangers arrive at Craster's Keep having passed several abandoned wildling villages .","the_north_remembers","season_2"
Crasters Keep,"The Night's Watch approaches Crasters Keep .","the_north_remembers","season_2"
Creative Arts Emmy Award,"The episode won a Creative Arts Emmy Award for Art Direction in a Single-Camera Series in September 2012 [ 1 ] .","garden_of_bones","season_2"
Cressen,"Cressen asks Davos Seaworth to help him intervene but Davos says that it is not the right time .","the_north_remembers","season_2"
Crossroads,"The singer turns out to be Marillion , who Catelyn and Ser Rodrik met at the Inn at the Crossroads , and who accompanied them and Tyrion to the Vale of Arryn .","fire_and_blood","season_1"
Crossroads Inn,"Catelyn and Ser Rodrik Cassel stop at the Crossroads Inn .","cripples,_bastards_and_broken_things","season_1"
Crow,"Many of the wildlings are surprised to see Jon in his all-black Night's Watch clothing and shout `` Crow ! ''","valar_dohaeris","season_3"
Crown,"Tyrion collapses into unconsciousness as the battle turns in the Crown's favor .","blackwater","season_2"
Crown Prince Rhaegar Targaryen,"Back when he was a boy living with Sansa's mother's family , the old Lord Whent of Harrenhal held a massive tournament : every notable figure of the time came from across Westeros : the Mad King , Crown Prince Rhaegar Targaryen , Robert Baratheon , Lyanna Stark , everyone .","sons_of_the_harpy","season_5"
Crownlands,"Lysa encourages Sansa to keep eating , as she was only telling a story , and anyway , Petyr had three crates of lemons brought from the Crownlands just for Sansa's cakes .","first_of_his_name","season_4"
Crown’s,"Cersei and Tywin plot the Crown’s next move .","first_of_his_name","season_4"
D.B,"It was written by Jane Espenson , David Benioff & D.B .","a_golden_crown","season_1"
Daario,"Daario smiles over his back at her as they depart .","second_sons","season_3"
Daario Naharis,"Also in attendance is Prendahl's capable and striking lieutenant , Daario Naharis .","second_sons","season_3"
Daenarys,"He tells Daenarys that Master Mighdal's seven year old daughter Calla admires Daenerys , having learned of the Targaryen dynasty through Fennesz's teachings .","the_children","season_4"
Daenerys,"Daenerys and one of her dragon eggs .","a_golden_crown","season_1"
Daenerys Stormborn,"Falling to his knees , Ser Barristan explains that following Robert's death and his dismissal by Joffrey , he has been searching for Daenerys Stormborn , to beg her forgiveness and offer his service , hoping to make amends for failing House Targaryen during and after Robert's Rebellion , when he served in her father's Kingsguard .","valar_dohaeris","season_3"
Daenerys Stormborn of House Targaryen,"When a dumbfounded Kraznys demands an explanation , she declares that she is Daenerys Stormborn of House Targaryen , of the blood of Old Valyria : Valyrian is her mother-tongue indicating she 'd been feigning ignorance the entire time ( and putting up with Kraznys' insulting comments ) to lull them into a false sense of security .","and_now_his_watch_is_ended","season_3"
Daenerys Targaryen,"In Vaes Dothrak , Daenerys Targaryen is studying her dragon eggs .","a_golden_crown","season_1"
Daenerys the Unburnt,"Missandei begins to tell them of how Daenerys the Unburnt freed them , but Daenerys interrupts and says that it is the slaves' own choice to reach for their freedom .","mhysa","season_3"
Daenerys's Unsullied,"Daenerys's Unsullied push the leaders slowly towards the two dragons , who can be heard growling from the darkness .","kill_the_boy","season_5"
Dagmer,"Dagmer finds some walnut shells , so they know that Bran and Rickon were there , but the hounds ca n't get the scent .","a_man_without_honor","season_2"
Dagmer Cleftjaw,"His first mate Dagmer Cleftjaw tells him that he needs to prove himself to the men and Theon plans to raid Torrhen's Square to draw the remaining forces of House Stark from Winterfell .","the_ghost_of_harrenhal","season_2"
Daisy,"So Tyrion arranges for two prostitutes from Littlefinger's brothel , Ros and Daisy , to entertain Joffrey .","garden_of_bones","season_2"
Dance of the Dragons,"She is enjoying reading a book by Grand Maester Munkun about the Dance of the Dragons , a major civil war in the history of the Seven Kingdoms .","the_dance_of_dragons","season_5"
Daniel Minahan,"Weiss and directed by Daniel Minahan .","a_golden_crown","season_1"
Daniel Sackheim,"Weiss , and directed by Daniel Sackheim .","book_of_the_stranger","season_6"
Dany,"At first it seems Dany wo n't keep the raw meat down , but , to both her and Drogo's relief , she is able to compose herself .","a_golden_crown","season_1"
Dany's Dothraki,"Dany's Dothraki handmaidens Irri and Jhiqui dismiss the story , saying that the moon is a goddess , wife to the sun .","the_kingsroad","season_1"
Dark Wings,"`` Dark Wings , Dark Words '' is the second episode of the third season of Game of Thrones .","dark_wings,_dark_words","season_3"
Dark Words,"`` Dark Wings , Dark Words '' is the second episode of the third season of Game of Thrones .","dark_wings,_dark_words","season_3"
Dave Hill,"It was written by Dave Hill , and directed by Mark Mylod .","sons_of_the_harpy","season_5"
David Benioff,"It was written by Jane Espenson , David Benioff & D.B .","a_golden_crown","season_1"
David Nutter,"Weiss and directed by David Nutter .","a_man_without_honor","season_2"
David Petrarca,"Weiss and directed by David Petrarca .","the_ghost_of_harrenhal","season_2"
Davos,"The ensuing conflagration devastates Stannis's fleet and destroys the ship of his high captain , Davos Seaworth , as well as killing Davos's son , Matthos .","blackwater","season_2"
Davos Seaworth,"The ensuing conflagration devastates Stannis's fleet and destroys the ship of his high captain , Davos Seaworth , as well as killing Davos's son , Matthos .","blackwater","season_2"
Dayne,"Eddard asks where his sister Lyanna is , but Dayne simply wishes Stark the best in the wars to come .","oathbreaker","season_6"
Daznak's Pit,"Attended by Tyrion Lannister , Missandei , and Daario Naharis , Daenerys sits in the royal box at the Daznak's Pit .","the_dance_of_dragons","season_5"
